lng lat hight p_cov
120.11108 30.263643833333333 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107816666667 30.263645166666667 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107666666666 30.263646333333334 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.1110755 30.263647166666665 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107416666667 30.263647666666667 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107283333334 30.2636475 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.111072 30.26364583333333 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107166666666 30.263643833333333 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107116666666 30.263642666666666 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107066666666 30.263643166666668 40.8 "(268.96, 0.0, 0.0, 0.0, 268.96, 0.0, 0.0, 0.0, 4303.36)"
120.11107216666667 30.263627 40.8 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.11107383333334 30.263612833333333 41.0 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.11107483333333 30.2635995 41.2 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.11107616666666 30.263585833333334 41.5 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.1110775 30.263574666666667 41.9 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.11107783333334 30.2635655 42.3 "(70.56, 0.0, 0.0, 0.0, 70.56, 0.0, 0.0, 0.0, 1128.96)"
120.111082 30.263564 42.8 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.1110855 30.263563666666666 43.1 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11108983333334 30.2635635 43.4 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.111094 30.263564166666665 43.7 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11109783333333 30.263565 43.9 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11110033333334 30.263564666666667 44.1 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.111102 30.263565333333332 44.4 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.1111035 30.263565333333332 44.6 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11110616666667 30.2635665 44.7 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11110883333333 30.263568666666668 44.9 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11111 30.263570333333334 45.1 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11111066666666 30.263572833333335 45.3 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11111166666667 30.263574 45.4 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11111266666667 30.263575333333332 45.5 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.111114 30.263577 45.7 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.11111566666666 30.263578333333335 45.8 "(51.84, 0.0, 0.0, 0.0, 51.84, 0.0, 0.0, 0.0, 829.44)"
120.111117 30.2635795 45.9 "(31.359999999999996, 0.0, 0.0, 0.0, 31.359999999999996, 0.0, 0.0, 0.0, 501.75999999999993)"
120.1111175 30.2635835 45.9 "(27.040000000000003, 0.0, 0.0, 0.0, 27.040000000000003, 0.0, 0.0, 0.0, 432.64000000000004)"
120.11111766666667 30.263587666666666 46.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111118 30.263591833333333 46.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11111833333334 30.263596 46.5 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111118 30.263600166666667 46.7 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111118 30.263604 47.0 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111118 30.263608166666668 47.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11111733333334 30.263612333333334 47.4 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11111733333334 30.263616166666665 47.7 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11111733333334 30.263620166666666 48.0 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.1111185 30.263622166666668 48.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11111966666667 30.263623666666668 48.4 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112066666666 30.263625166666667 48.6 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112183333333 30.263626333333335 48.8 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112216666666 30.263627666666668 48.9 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112216666666 30.263628333333333 49.0 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112216666666 30.263629833333333 49.0 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.1111225 30.263631166666666 49.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112316666667 30.263633 49.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112333333334 30.263635666666666 49.3 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112383333334 30.263637666666668 49.4 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112483333334 30.263639 49.5 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112616666666 30.263639166666668 49.5 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112416666667 30.263644166666666 50.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112433333334 30.26364583333333 50.4 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112466666667 30.263646333333334 50.5 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111125 30.263647833333334 50.6 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112516666667 30.2636495 50.7 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111125 30.263651166666666 50.8 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112516666667 30.2636525 50.9 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112533333333 30.263653666666666 51.0 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112566666667 30.263654666666667 51.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112583333333 30.263655333333332 51.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112633333333 30.263655833333335 51.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.111127 30.263656666666666 51.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11112833333334 30.2636575 51.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113 30.263659 51.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113116666667 30.2636605 51.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113183333333 30.263662 51.1 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113283333333 30.263663833333332 51.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113366666666 30.2636655 51.2 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
120.11113483333334 30.2636675 51.3 "(19.360000000000003, 0.0, 0.0, 0.0, 19.360000000000003, 0.0, 0.0, 0.0, 309.76000000000005)"
