x y z
0.14842598453462585 -0.08012364166176959 0.0
0.2968519704854826 -0.25639564983614144 0.0
0.42672470695328024 -0.4006182005555198 0.0
0.5194909479955369 -0.5127912916741598 0.0
0.575150692904137 -0.6409891107171629 0.0
0.5565974441291933 -0.7691869336768781 0.0
0.3710649627527955 -0.8493105892088312 0.0
0.14842598453462585 -0.8813600631723478 0.0
0.018553247358712777 -0.9294342567659181 0.0
0.07421299226731293 -0.977508439803121 0.0
-1.7254520780042955 -0.8332860185799749 0.0
-3.3024781707658497 -0.6730388048867967 0.20000000000000284
-4.786738022485147 -0.5768904828723128 0.4000000000000057
-6.308104370338102 -0.4486926607829213 0.7000000000000028
-7.551171997188632 -0.32049479484817606 1.1000000000000014
-8.571600645112877 -0.2884453400888906 1.5
-8.738579878422447 0.1121731895259035 2.0
-8.775686374556102 0.448692762073219 2.3000000000000043
-8.794239622622932 0.8653360427847171 2.6000000000000014
-8.720026630355619 1.2659545702507646 2.9000000000000057
-8.627260390021478 1.63452361194581 3.1000000000000014
-8.664366886155133 1.8748947362751618 3.3000000000000043
-8.590153893179705 2.1793648052676056 3.8000000000000043
-8.460281156711908 2.4357606370659513 3.9000000000000057
-8.21908893042691 2.6921564329082868 4.100000000000001
-8.033556448342397 2.804329569504305 4.300000000000004
-7.625384989455945 2.964576864522182 4.600000000000001
-7.476959004921318 3.060725261334912 4.700000000000003
-7.29142652212869 3.1889231232985593 4.900000000000006
-7.143000537594065 3.3491704702142386 5.0
-7.013127800418151 3.4773683435185068 5.100000000000001
-6.567849845398043 3.5254424163999425 5.100000000000001
-6.104018640894876 3.541467004302128 5.300000000000004
-5.640187437807938 3.5735163276628836 5.400000000000006
-5.176356234012887 3.605565648303686 5.700000000000003
-4.712525030217835 3.573516024390183 5.900000000000006
-3.8219691187613862 3.5735157332483194 6.300000000000004
-3.3581379149663344 3.5094166477197652 6.600000000000001
-2.9314132080130544 3.5094165107165884 6.900000000000006
-2.4861352522848303 3.5094163677567343 7.200000000000003
-2.263496274774776 3.6215894193547076 7.400000000000006
-2.096517040757091 3.7337624853955416 7.600000000000001
-1.9295378074475213 3.82991081663057 7.800000000000004
-1.7996650702716084 3.9420838894440426 8.0
-1.6512390857369825 3.9741332978570676 8.100000000000001
-1.577026092761554 3.9741332708752912 8.200000000000003
-1.4100468601601002 3.9741332101662925 8.200000000000003
-1.2616208742092434 4.006182617001749 8.300000000000004
-1.0575351447660173 4.0702814650511625 8.400000000000006
