angular_vel.x angular_vel.y angular_vel.z linear_acc.x linear_acc.y linear_acc.z orientation.w orientation.x orientation.y orientation.z
0.2002697139739587 -2.6631610900792384 -0.9523464058123355 -7.287792968750001 -0.9187500000000001 6.593945312500001 0.9590061036296729 0.023321606046099612 0.23694640790575042 0.15368733088002182
-0.12037488127158155 -2.3052322395725886 -0.5134574581672772 -7.321289062500001 0.12919921875 6.952832031250001 0.9619649212593163 0.023537855539978225 0.22663753979329299 0.1506814028988977
-0.12037488127158155 -2.3052322395725886 -0.5134574581672772 -7.321289062500001 0.12919921875 6.952832031250001 0.9648003688352615 0.023803240505764295 0.21633187902430281 0.14762849370830317
0.7137271721412358 -2.975283569836525 -0.23329291149094125 -5.9144531250000005 0.2009765625 6.9958984375 0.9676832007177467 0.02646776911467398 0.2047982731887865 0.14472853051710516
0.7137271721412358 -2.975283569836525 -0.23329291149094125 -5.9144531250000005 0.2009765625 6.9958984375 0.9705831143100465 0.03154890423976248 0.1919030082251342 0.14193773385405736
1.178182466251055 -4.71912145162041 -0.782969360483296 -4.97177734375 -1.0623046875000002 6.74228515625 0.9741775193772706 0.0380072815707898 0.17507063579251972 0.13741862963495616
1.178182466251055 -4.71912145162041 -0.782969360483296 -4.97177734375 -1.0623046875000002 6.74228515625 0.978234412182372 0.045926541912333904 0.15415119244937234 0.13109384972843005
-2.335059643781476 -5.338040088954825 -1.1355718888097872 -3.8759765625000004 -0.61728515625 6.9911132812500005 0.9824692110982866 0.0452157054376955 0.1306891647114262 0.125020524125888
-2.335059643781476 -5.338040088954825 -1.1355718888097872 -3.8759765625000004 -0.61728515625 6.9911132812500005 0.9866936655905827 0.035958095184947664 0.1046316175711042 0.11914214316749562
-2.7526433027059007 -4.3121904370563025 -3.208576481327466 -1.8518554687500002 -0.8708984375000001 5.852246093750001 0.9904835416090854 0.024899762771753958 0.08114729886561829 0.10833961187971693
-2.7526433027059007 -4.3121904370563025 -3.208576481327466 -1.8518554687500002 -0.8708984375000001 5.852246093750001 0.9938164561706413 0.012018714897653446 0.060214838125647756 0.0925125678280444
